user_id,variant,converted,revenue,platform
u000145,control,1,38.69,web
u000146,control,0,0.0,android
u000147,control,1,22.97,ios
u000148,control,0,0.0,android
u000149,control,1,19.32,web
u000150,control,1,30.81,ios
u000151,control,1,78.28,web
u000152,control,0,0.0,android
u000153,control,1,51.9,web
u000154,control,1,84.95,ios
u000155,control,1,36.51,ios
u000156,control,0,0.0,web
u000157,control,1,40.01,ios
u000158,control,1,27.16,ios
u000159,control,0,0.0,web
u000160,control,0,0.0,ios
u000161,control,0,0.0,android
u000162,control,0,0.0,android
u000163,control,1,23.38,web
u000164,control,1,35.82,android
u000165,control,0,0.0,ios
u000166,control,0,0.0,android
u000167,control,0,0.0,android
u000168,control,0,0.0,android
u000169,control,1,21.51,android
u000170,control,0,0.0,web
u000171,control,0,0.0,ios
u000172,control,1,54.08,android
u000173,control,0,0.0,web
u000174,control,0,0.0,ios
u000175,control,0,0.0,web
u000176,control,1,62.53,ios
u000177,control,0,0.0,web
u000178,control,0,0.0,android
u000179,control,0,0.0,android
u000180,control,1,40.58,android
u000181,control,0,0.0,android
u000182,control,0,0.0,android
u000183,control,0,0.0,web
u000184,control,0,0.0,web
u000185,control,0,0.0,android
u000186,control,1,39.8,ios
u000187,control,0,0.0,android
u000188,control,0,0.0,web
u000189,control,1,147.74,ios
u000190,control,0,0.0,web
u000191,control,0,0.0,android
u000192,control,0,0.0,ios
u000193,control,0,0.0,android
u000194,control,1,17.03,android
u000195,control,0,0.0,android
u000196,control,1,37.66,web
u000197,control,1,94.63,ios
u000198,control,0,0.0,ios
u000199,control,1,15.27,ios
u000200,control,0,0.0,android
u000201,control,0,0.0,web
u000202,control,1,40.75,android
u000203,control,1,132.37,ios
u000204,control,0,0.0,android
u000205,control,0,0.0,web
u000206,control,1,16.67,android
u000207,control,1,125.28,android
u000208,control,0,0.0,web
u000209,control,1,32.95,ios
u000210,control,1,37.54,ios
u000211,control,0,0.0,web
u000212,control,0,0.0,ios
u000213,control,0,0.0,android
u000214,control,0,0.0,android
u000215,control,1,10.91,android
u000216,control,0,0.0,web
u000217,control,0,0.0,ios
u000218,control,0,0.0,android
u000219,control,0,0.0,android
u000220,control,1,31.37,ios
u000221,control,0,0.0,web
u000222,control,1,19.43,ios
u000223,control,1,12.65,ios
u000224,control,0,0.0,ios
u000225,control,0,0.0,android
u000226,control,0,0.0,web
u000227,control,0,0.0,ios
u000228,control,0,0.0,ios
u000229,control,0,0.0,android
u000230,control,0,0.0,web
u000231,control,0,0.0,ios
u000232,control,0,0.0,android
u000233,control,1,36.97,web
u000234,control,0,0.0,web
u000235,control,0,0.0,android
u000236,control,0,0.0,ios
u000237,control,1,75.13,web
u000238,control,0,0.0,web
u000239,control,0,0.0,android
u000240,control,0,0.0,ios
u000241,control,1,53.91,android
u000242,control,1,116.0,ios
u000243,control,0,0.0,ios
u000244,control,1,28.78,ios
u000245,control,0,0.0,ios
u000246,control,0,0.0,android
u000247,control,0,0.0,android
u000248,control,0,0.0,android
u000249,control,0,0.0,ios
u000250,control,0,0.0,android
u000251,control,0,0.0,ios
u000252,control,0,0.0,ios
u000253,control,0,0.0,ios
u000254,control,0,0.0,ios
u000255,control,0,0.0,android
u000256,control,0,0.0,web
u000257,control,0,0.0,android
u000258,control,0,0.0,ios
u000259,control,1,14.64,android
u000260,control,1,16.22,web
u000261,control,1,13.9,android
u000262,control,0,0.0,android
u000263,control,0,0.0,android
u000264,control,0,0.0,ios
u000265,control,0,0.0,android
u000266,control,0,0.0,ios
u000267,control,1,36.55,android
u000268,control,0,0.0,ios
u000269,control,0,0.0,web
u000270,control,0,0.0,web
u000271,control,0,0.0,web
u000272,control,0,0.0,android
u000273,control,0,0.0,ios
u000274,control,1,83.72,android
u000275,control,0,0.0,android
u000276,control,0,0.0,web
u000277,control,1,26.75,ios
u000278,control,1,36.45,web
u000279,control,0,0.0,web
u000280,control,0,0.0,android
u000281,control,0,0.0,android
u000282,control,0,0.0,web
u000283,control,0,0.0,web
u000284,control,0,0.0,android
u000285,control,1,62.36,ios
u000286,control,0,0.0,web
u000287,control,0,0.0,ios
u000288,control,0,0.0,android
u000289,control,0,0.0,android
u000290,control,1,14.19,ios
u000291,control,1,25.87,web
u000292,control,0,0.0,ios
u000293,control,0,0.0,android
u000294,control,0,0.0,android
u000295,control,1,13.13,android
u000296,control,0,0.0,ios
u000297,control,1,31.76,web
u000298,control,0,0.0,web
u000299,control,0,0.0,ios
u000300,control,1,38.73,web
u000301,control,0,0.0,android
u000302,control,1,88.24,android
u000303,control,0,0.0,ios
u000304,control,1,40.15,ios
u000305,control,0,0.0,ios
u000306,control,0,0.0,ios
u000307,control,0,0.0,ios
u000308,control,0,0.0,web
u000309,control,0,0.0,web
u000310,control,0,0.0,web
u000311,control,0,0.0,ios
u000312,control,0,0.0,android
u000313,control,0,0.0,web
u000314,control,0,0.0,web
u000315,control,0,0.0,web
u000316,control,0,0.0,web
u000317,control,0,0.0,ios
u000318,control,0,0.0,ios
u000319,control,0,0.0,web
u000320,control,1,24.79,ios
u000321,control,1,9.27,ios
u000322,control,0,0.0,ios
u000323,control,0,0.0,android
u000324,control,0,0.0,android
u000325,control,0,0.0,web
u000326,control,1,8.06,android
u000327,control,1,17.54,android
u000328,control,1,33.28,ios
u000329,control,0,0.0,android
u000330,control,0,0.0,android
u000331,control,0,0.0,web
u000332,control,0,0.0,web
u000333,control,0,0.0,web
u000334,control,0,0.0,web
u000335,control,1,4.33,ios
u000336,control,0,0.0,android
u000337,control,0,0.0,android
u000338,control,0,0.0,web
u000339,control,0,0.0,ios
u000340,control,0,0.0,android
u000341,control,0,0.0,android
u000342,control,0,0.0,ios
u000343,control,0,0.0,web
u000344,control,1,38.26,android
u000345,control,0,0.0,android
u000346,control,0,0.0,android
u000347,control,0,0.0,ios
u000348,control,1,46.62,android
u000349,control,0,0.0,ios
u000350,control,0,0.0,web
u000351,control,1,20.16,ios
u000352,control,0,0.0,web
u000353,control,1,42.34,android
u000354,control,0,0.0,ios
u000355,control,0,0.0,ios
u000356,control,1,16.53,web
u000357,control,0,0.0,ios
u000358,control,1,17.02,ios
u000359,control,0,0.0,ios
u000360,control,0,0.0,web
u000361,control,0,0.0,ios
u000362,control,0,0.0,web
u000363,control,1,80.6,web
u000364,control,0,0.0,web
u000365,control,1,100.84,web
u000366,control,1,99.59,web
u000367,control,0,0.0,ios
u000368,control,1,123.13,android
u000369,control,1,9.98,web
u000370,control,0,0.0,web
u000371,control,1,51.51,ios
u000372,control,0,0.0,web
u000373,control,1,26.93,ios
u000374,control,0,0.0,android
u000375,control,1,23.55,web
u000376,control,0,0.0,ios
u000377,control,0,0.0,android
u000378,control,0,0.0,web
u000379,control,0,0.0,android
u000380,control,0,0.0,ios
u000381,control,1,109.0,web
u000382,control,1,15.53,ios
u000383,control,1,30.81,ios
u000384,control,1,32.97,ios
u000385,control,1,29.73,ios
u000386,control,0,0.0,ios
u000387,control,0,0.0,ios
u000388,control,0,0.0,ios
u000389,control,1,60.53,android
u000390,control,0,0.0,android
u000391,control,0,0.0,ios
u000392,control,1,8.2,web
u000393,control,1,22.15,android
u000394,control,1,24.91,ios
u000395,control,1,40.31,web
u000396,control,0,0.0,ios
u000397,control,0,0.0,android
u000398,control,0,0.0,ios
u000399,control,0,0.0,ios
u000400,control,1,14.68,android
u000401,control,1,110.99,android
u000402,control,1,46.25,android
u000403,control,0,0.0,web
u000404,control,0,0.0,android
u000405,control,0,0.0,web
u000406,control,1,68.94,android
u000407,control,1,38.36,web
u000408,control,1,404.59,web
u000409,control,0,0.0,android
u000410,control,0,0.0,ios
u000411,control,0,0.0,ios
u000412,control,0,0.0,android
u000413,control,0,0.0,android
u000414,control,0,0.0,ios
u000415,control,0,0.0,android
u000416,control,0,0.0,android
u000417,control,0,0.0,android
u000418,control,1,68.65,android
u000419,control,1,60.69,ios
u000420,control,1,16.48,ios
u000421,control,0,0.0,android
u000422,control,0,0.0,android
u000423,control,1,24.07,web
u000424,control,0,0.0,android
u000425,control,0,0.0,android
u000426,control,0,0.0,android
u000427,control,0,0.0,ios
u000428,control,0,0.0,android
u000429,control,1,18.87,ios
u000430,control,0,0.0,ios
u000431,control,0,0.0,ios
u000432,control,1,6.64,ios
u000433,control,1,35.73,ios
u000434,control,1,6.48,android
u000435,control,0,0.0,web
u000436,control,0,0.0,android
u000437,control,0,0.0,android
u000438,control,1,29.83,web
u000439,control,0,0.0,web
u000440,control,0,0.0,android
u000441,control,1,13.56,android
u000442,control,0,0.0,android
u000443,control,1,38.73,ios
u000444,control,0,0.0,web
u000445,control,0,0.0,ios
u000446,control,0,0.0,web
u000447,control,0,0.0,web
u000448,control,1,24.58,web
u000449,control,0,0.0,ios
u000450,control,0,0.0,android
u000451,control,1,26.44,web
u000452,control,0,0.0,web
u000453,control,0,0.0,ios
u000454,control,0,0.0,android
u000455,control,0,0.0,web
u000456,control,0,0.0,web
u000457,control,0,0.0,android
u000458,control,0,0.0,android
u000459,control,0,0.0,android
u000460,control,0,0.0,ios
u000461,control,1,142.04,ios
u000462,control,1,24.0,android
u000463,control,1,83.6,ios
u000464,control,1,15.71,ios
u000465,control,1,34.12,web
u000466,control,0,0.0,web
u000467,control,1,5.05,ios
u000468,control,1,16.82,web
u000469,control,1,12.12,ios
u000470,control,0,0.0,android
u000471,control,1,10.77,web
u000472,control,0,0.0,android
u000473,control,0,0.0,android
u000474,control,1,54.62,ios
u000475,control,0,0.0,ios
u000476,control,0,0.0,android
u000477,control,0,0.0,ios
u000478,control,0,0.0,web
u000479,control,0,0.0,ios
u000480,control,1,92.66,web
u000481,control,0,0.0,ios
u000482,control,1,105.59,android
u000483,control,0,0.0,ios
u000484,control,0,0.0,web
u000485,control,1,64.14,ios
u000486,control,0,0.0,ios
u000487,control,1,81.99,ios
u000488,control,0,0.0,android
u000489,control,0,0.0,ios
u000490,control,0,0.0,web
u000491,control,1,67.89,ios
u000492,control,0,0.0,web
u000493,control,0,0.0,android
u000494,control,0,0.0,ios
u000495,control,0,0.0,ios
u000496,control,1,31.37,web
u000497,control,0,0.0,android
u000498,control,0,0.0,ios
u000499,control,1,66.23,ios
u000500,control,0,0.0,web
u000501,control,0,0.0,web
u000502,control,0,0.0,android
u000503,control,0,0.0,android
u000504,control,1,20.78,web
u000505,control,0,0.0,web
u000506,control,1,38.62,android
u000507,control,0,0.0,web
u000508,control,0,0.0,ios
u000509,control,1,20.95,web
u000510,control,0,0.0,web
u000511,control,0,0.0,android
u000512,control,0,0.0,ios
u000513,control,0,0.0,web
u000514,control,0,0.0,web
u000515,control,0,0.0,android
u000516,control,1,21.07,web
u000517,control,0,0.0,android
u000518,control,0,0.0,android
u000519,control,0,0.0,ios
u000520,control,1,46.14,ios
u000521,control,0,0.0,android
u000522,control,1,57.93,ios
u000523,control,0,0.0,ios
u000524,control,0,0.0,android
u000525,control,0,0.0,ios
u000526,control,0,0.0,web
u000527,control,0,0.0,web
u000528,control,0,0.0,ios
u000529,control,0,0.0,ios
u000530,control,0,0.0,ios
u000531,control,0,0.0,web
u000532,control,0,0.0,ios
u000533,control,0,0.0,web
u000534,control,0,0.0,ios
u000535,control,0,0.0,android
u000536,control,0,0.0,web
u000537,control,1,29.81,ios
u000538,control,0,0.0,web
u000539,control,1,65.11,web
u000540,control,0,0.0,android
u000541,control,1,40.73,web
u000542,control,1,31.84,android
u000543,control,0,0.0,android
u000544,control,0,0.0,ios
u000545,control,0,0.0,android
u000546,control,0,0.0,ios
u000547,control,0,0.0,android
u000548,control,0,0.0,android
u000549,control,1,39.87,android
u000550,control,0,0.0,web
u000551,control,0,0.0,ios
u000552,control,0,0.0,android
u000553,control,1,59.9,web
u000554,control,0,0.0,web
u000555,control,0,0.0,android
u000556,control,0,0.0,ios
u000557,control,0,0.0,ios
u000558,control,1,15.83,android
u000559,control,0,0.0,web
u000560,control,0,0.0,ios
u000561,control,0,0.0,android
u000562,control,1,16.6,android
u000563,control,1,48.91,android
u000564,control,0,0.0,ios
u000565,control,1,57.0,web
u000566,control,0,0.0,ios
u000567,control,1,35.65,android
u000568,control,1,30.89,web
u000569,control,0,0.0,ios
u000570,control,0,0.0,android
u000571,control,1,18.39,web
u000572,control,1,17.74,web
u000573,control,0,0.0,android
u000574,control,0,0.0,android
u000575,control,1,21.11,android
u000576,control,0,0.0,android
u000577,control,0,0.0,android
u000578,control,0,0.0,android
u000579,control,0,0.0,android
u000580,control,0,0.0,ios
u000581,control,0,0.0,android
u000582,control,0,0.0,ios
u000583,control,0,0.0,android
u000584,control,0,0.0,web
u000585,control,0,0.0,android
u000586,control,1,23.22,ios
u000587,control,0,0.0,android
u000588,control,0,0.0,android
u000589,control,0,0.0,android
u000590,control,1,48.53,web
u000591,control,0,0.0,ios
u000592,control,0,0.0,android
u000593,control,0,0.0,web
u000594,control,0,0.0,web
u000595,control,1,31.04,ios
u000596,control,1,110.45,android
u000597,control,0,0.0,web
u000598,control,0,0.0,android
u000599,control,0,0.0,android
u000600,control,0,0.0,ios
u000601,control,0,0.0,android
u000602,control,1,49.5,web
u000603,control,0,0.0,ios
u000604,control,1,51.71,web
u000605,control,0,0.0,web
u000606,control,1,43.24,ios
u000607,control,0,0.0,ios
u000608,control,0,0.0,android
u000609,control,0,0.0,web
u000610,control,0,0.0,android
u000611,control,1,60.09,android
u000612,control,0,0.0,web
u000613,control,1,86.32,web
u000614,control,1,33.62,web
u000615,control,1,21.25,android
u000616,control,1,46.48,web
u000617,control,1,15.35,ios
u000618,control,1,12.62,web
u000619,control,0,0.0,ios
u000620,control,1,59.79,web
u000621,control,1,79.59,web
u000622,control,0,0.0,android
u000623,control,0,0.0,web
u000624,control,0,0.0,ios
u000625,control,1,14.12,android
u000626,control,0,0.0,web
u000627,control,0,0.0,web
u000628,control,0,0.0,web
u000629,control,0,0.0,web
u000630,control,0,0.0,android
u000631,control,1,105.67,ios
u000632,control,0,0.0,ios
u000633,control,0,0.0,web
u000634,control,1,13.69,android
u000635,control,1,87.26,ios
u000636,control,0,0.0,android
u000637,control,1,25.15,ios
u000638,control,1,102.49,web
u000639,control,0,0.0,android
u000640,control,0,0.0,web
u000641,control,1,32.59,web
u000642,control,1,13.86,android
u000643,control,0,0.0,web
u000644,control,0,0.0,ios
u000645,control,0,0.0,android
u000646,control,1,75.56,ios
u000647,control,1,25.26,android
u000648,control,0,0.0,android
u000649,control,0,0.0,web
u000650,control,0,0.0,web
u000651,control,0,0.0,android
u000652,control,0,0.0,web
u000653,control,0,0.0,ios
u000654,control,1,33.84,ios
u000655,control,0,0.0,ios
u000656,control,0,0.0,ios
u000657,control,0,0.0,android
u000658,control,0,0.0,web
u000659,control,0,0.0,android
u000660,control,0,0.0,web
u000661,control,1,24.8,android
u000662,control,0,0.0,web
u000663,control,0,0.0,android
u000664,control,0,0.0,ios
u000665,control,0,0.0,web
u000666,control,0,0.0,ios
u000667,control,0,0.0,ios
u000668,control,0,0.0,android
u000669,control,0,0.0,web
u000670,control,1,23.44,web
u000671,control,0,0.0,android
u000672,control,0,0.0,android
u000673,control,1,26.56,web
u000674,control,0,0.0,ios
u000675,control,1,43.22,web
u000676,control,0,0.0,ios
u000677,control,0,0.0,web
u000678,control,0,0.0,android
u000679,control,0,0.0,ios
u000680,control,1,58.95,android
u000681,control,0,0.0,web
u000682,control,0,0.0,android
u000683,control,1,40.69,ios
u000684,control,0,0.0,web
u000685,control,0,0.0,android
u000686,control,1,19.25,ios
u000687,control,0,0.0,ios
u000688,control,1,13.11,web
u000689,control,0,0.0,ios
u000690,control,0,0.0,android
u000691,control,0,0.0,android
u000692,control,1,44.97,android
u000693,control,1,33.54,android
u000694,control,0,0.0,web
u000695,control,0,0.0,android
u000696,control,0,0.0,web
u000697,control,0,0.0,web
u000698,control,0,0.0,web
u000699,control,0,0.0,web
u000700,control,1,38.53,android
u000701,control,1,13.75,web
u000702,control,1,41.95,android
u000703,control,0,0.0,android
u000704,control,0,0.0,android
u000705,control,1,17.58,web
u000706,control,0,0.0,android
u000707,control,0,0.0,web
u000708,control,0,0.0,web
u000709,control,1,7.58,web
u000710,control,0,0.0,web
u000711,control,0,0.0,web
u000712,control,1,33.02,web
u000713,control,0,0.0,ios
u000714,control,1,24.32,ios
u000715,control,0,0.0,web
u000716,control,1,27.07,ios
u000717,control,0,0.0,web
u000718,control,0,0.0,ios
u000719,control,0,0.0,ios
u000720,control,0,0.0,web
u000721,control,0,0.0,android
u000722,control,1,92.36,android
u000723,control,0,0.0,ios
u000724,control,0,0.0,web
u000725,control,0,0.0,ios
u000726,control,0,0.0,ios
u000727,control,1,80.5,web
u000728,control,0,0.0,web
u000729,control,0,0.0,android
u000730,control,0,0.0,ios
u000731,control,1,12.29,android
u000732,control,0,0.0,web
u000733,control,0,0.0,web
u000734,control,1,43.99,ios
u000735,control,0,0.0,android
u000736,control,0,0.0,android
u000737,control,0,0.0,web
u000738,control,0,0.0,ios
u000739,control,1,29.81,android
u000740,control,1,138.58,android
u000741,control,0,0.0,web
u000742,control,0,0.0,web
u000743,control,1,22.05,web
u000744,control,0,0.0,ios
u000745,control,1,69.7,ios
u000746,control,0,0.0,web
u000747,control,0,0.0,web
u000748,control,0,0.0,android
u000749,control,0,0.0,ios
u000750,control,0,0.0,web
u000751,control,0,0.0,ios
u000752,control,1,31.36,android
u000753,control,0,0.0,android
u000754,control,1,70.2,web
u000755,control,1,16.93,android
u000756,control,1,193.14,android
u000757,control,0,0.0,ios
u000758,control,1,46.14,ios
u000759,control,0,0.0,android
u000760,control,0,0.0,ios
u000761,control,0,0.0,ios
u000762,control,0,0.0,android
u000763,control,1,24.21,ios
u000764,control,0,0.0,web
u000765,control,1,35.53,ios
u000766,control,1,69.17,web
u000767,control,0,0.0,android
u000768,control,0,0.0,android
u000769,control,1,40.65,web
u000770,control,1,14.1,ios
u000771,control,0,0.0,web
u000772,control,0,0.0,android
u000773,control,1,75.06,web
u000774,control,1,19.06,android
u000775,control,0,0.0,ios
u000776,control,0,0.0,ios
u000777,control,0,0.0,ios
u000778,control,0,0.0,android
u000779,control,0,0.0,android
u000780,control,0,0.0,web
u000781,control,1,77.23,web
u000782,control,0,0.0,web
u000783,control,1,58.85,android
u000784,control,0,0.0,android
u000785,control,0,0.0,android
u000786,control,0,0.0,web
u000787,control,0,0.0,android
u000788,control,1,126.33,android
u000789,control,0,0.0,android
u000790,control,0,0.0,ios
u000791,control,0,0.0,android
u000792,control,1,15.87,web
u000793,control,0,0.0,web
u000794,control,0,0.0,web
u000795,control,0,0.0,web
u000796,control,1,23.74,web
u000797,control,0,0.0,android
u000798,control,0,0.0,ios
u000799,control,1,35.6,web
u000800,control,0,0.0,web
u000801,control,0,0.0,android
u000802,control,0,0.0,web
u000803,control,0,0.0,web
u000804,control,0,0.0,web
u000805,control,1,26.65,android
u000806,control,1,18.18,ios
u000807,control,1,8.31,ios
u000808,control,0,0.0,web
u000809,control,0,0.0,ios
u000810,control,1,62.4,android
u000811,control,0,0.0,android
u000812,control,0,0.0,ios
u000813,control,0,0.0,web
u000814,control,0,0.0,android
u000815,control,0,0.0,web
u000816,control,0,0.0,android
u000817,control,0,0.0,android
u000818,control,0,0.0,android
u000819,control,1,54.63,ios
u000820,control,0,0.0,android
u000821,control,0,0.0,web
u000822,control,1,101.7,android
u000823,control,0,0.0,web
u000824,control,1,24.96,web
u000825,control,0,0.0,ios
u000826,control,0,0.0,android
u000827,control,0,0.0,android
u000828,control,1,39.75,web
u000829,control,0,0.0,android
u000830,control,0,0.0,web
u000831,control,0,0.0,web
u000832,control,0,0.0,web
u000833,control,0,0.0,android
u000834,control,1,18.01,ios
u000835,control,1,63.23,android
u000836,control,0,0.0,ios
u000837,control,0,0.0,web
u000838,control,0,0.0,ios
u000839,control,0,0.0,ios
u000840,control,0,0.0,web
u000841,control,0,0.0,android
u000842,control,1,13.46,android
u000843,control,1,16.52,ios
u000844,control,0,0.0,ios
u000845,control,1,41.15,ios
u000846,control,0,0.0,ios
u000847,control,1,25.01,android
u000848,control,1,87.56,web
u000849,control,0,0.0,web
u000850,control,1,55.87,ios
u000851,control,1,46.94,android
u000852,control,0,0.0,ios
u000853,control,0,0.0,web
u000854,control,0,0.0,android
u000855,control,1,94.54,ios
u000856,control,1,25.11,web
u000857,control,1,38.15,web
u000858,control,0,0.0,android
u000859,control,1,7.34,web
u000860,control,1,27.28,web
u000861,control,0,0.0,ios
u000862,control,0,0.0,android
u000863,control,1,30.15,android
u000864,control,1,16.17,android
u000865,control,1,16.56,android
u000866,control,0,0.0,web
u000867,control,0,0.0,android
u000868,control,0,0.0,web
u000869,control,1,29.92,ios
u000870,control,1,16.74,web
u000871,control,0,0.0,ios
u000872,control,0,0.0,android
u000873,control,0,0.0,android
u000874,control,0,0.0,ios
u000875,control,0,0.0,web
u000876,control,0,0.0,ios
u000877,control,0,0.0,android
u000878,control,1,78.21,android
u000879,control,0,0.0,ios
u000880,control,0,0.0,web
u000881,control,0,0.0,android
u000882,control,0,0.0,web
u000883,control,0,0.0,ios
u000884,control,0,0.0,ios
u000885,control,0,0.0,web
u000886,control,1,53.71,ios
u000887,control,0,0.0,ios
u000888,control,0,0.0,ios
u000889,control,0,0.0,android
u000890,control,1,82.59,ios
u000891,control,0,0.0,web
u000892,control,0,0.0,web
u000893,control,1,19.2,ios
u000894,control,0,0.0,ios
u000895,control,0,0.0,ios
u000896,control,0,0.0,ios
u000897,control,1,24.17,android
u000898,control,0,0.0,android
u000899,control,1,20.76,web
u000900,control,0,0.0,android
u000901,control,1,44.09,web
u000902,control,1,35.3,android
u000903,control,0,0.0,ios
u000904,control,1,34.42,web
u000905,control,0,0.0,ios
u000906,control,1,40.19,android
u000907,control,0,0.0,android
u000908,control,0,0.0,ios
u000909,control,1,177.1,android
u000910,control,0,0.0,web
u000911,control,0,0.0,web
u000912,control,0,0.0,ios
u000913,control,0,0.0,web
u000914,control,1,29.68,android
u000915,control,0,0.0,android
u000916,control,0,0.0,web
u000917,control,1,32.9,web
u000918,control,0,0.0,ios
u000919,control,1,20.18,ios
u000920,control,0,0.0,android
u000921,control,1,25.83,web
u000922,control,1,43.64,android
u000923,control,1,22.62,web
u000924,control,1,78.82,ios
u000925,control,1,11.21,web
u000926,control,1,14.02,android
u000927,control,1,7.17,ios
u000928,control,0,0.0,ios
u000929,control,0,0.0,web
u000930,control,0,0.0,ios
u000931,control,0,0.0,ios
u000932,control,0,0.0,android
u000933,control,0,0.0,web
u000934,control,0,0.0,ios
u000935,control,0,0.0,web
u000936,control,1,33.11,web
u000937,control,0,0.0,web
u000938,control,1,6.0,android
u000939,control,0,0.0,web
u000940,control,0,0.0,web
u000941,control,0,0.0,android
u000942,control,0,0.0,web
u000943,control,0,0.0,ios
u000944,control,0,0.0,web
u000945,control,0,0.0,web
u000946,control,1,7.07,android
u000947,control,0,0.0,web
u000948,control,1,121.05,android
u000949,control,0,0.0,web
u000950,control,0,0.0,android
u000951,control,1,33.48,android
u000952,control,1,107.12,android
u000953,control,0,0.0,web
u000954,control,0,0.0,web
u000955,control,0,0.0,ios
u000956,control,0,0.0,web
u000957,control,1,26.29,web
u000958,control,1,30.76,web
u000959,control,1,84.16,web
u000960,control,0,0.0,ios
u000961,control,0,0.0,web
u000962,control,0,0.0,android
u000963,control,1,26.91,web
u000964,control,1,37.62,android
u000965,control,0,0.0,android
u000966,control,0,0.0,android
u000967,control,0,0.0,web
u000968,control,0,0.0,web
u000969,control,0,0.0,ios
u000970,control,0,0.0,android
u000971,control,0,0.0,web
u000972,control,1,21.22,android
u000973,control,1,58.74,android
u000974,control,1,17.72,web
u000975,control,1,6.68,web
