user_id,variant,converted,revenue,page_load_ms,platform
u000059,control,0,0.0,505.0,ios
u000060,control,1,81.23,775.0,ios
u000061,control,1,34.51,578.0,web
u000062,control,0,0.0,524.0,android
u000063,control,1,33.24,603.0,android
u000064,control,0,0.0,766.0,web
u000065,control,0,0.0,726.0,ios
u000066,control,1,14.83,839.0,web
u000067,control,0,0.0,567.0,android
u000068,control,1,50.35,556.0,ios
u000069,control,0,0.0,1054.0,android
u000070,control,1,20.23,533.0,ios
u000071,control,0,0.0,742.0,web
u000072,control,0,0.0,405.0,ios
u000073,control,0,0.0,774.0,ios
u000074,control,1,27.38,950.0,ios
u000075,control,0,0.0,1691.0,web
u000076,control,1,52.35,540.0,ios
u000077,control,1,26.18,522.0,web
u000078,control,1,66.01,430.0,ios
u000079,control,1,70.02,505.0,ios
u000080,control,0,0.0,789.0,web
u000081,control,0,0.0,580.0,android
u000082,control,0,0.0,1027.0,ios
u000083,control,1,12.9,1316.0,ios
u000084,control,1,25.54,882.0,web
u000085,control,1,24.27,1094.0,ios
u000086,control,0,0.0,464.0,ios
u000087,control,0,0.0,750.0,web
u000088,control,1,36.3,514.0,android
u000089,control,0,0.0,1091.0,android
u000090,control,0,0.0,611.0,web
u000091,control,0,0.0,752.0,ios
u000092,control,0,0.0,705.0,ios
u000093,control,0,0.0,765.0,android
u000094,control,0,0.0,724.0,android
u000095,control,1,65.34,464.0,ios
u000096,control,1,114.43,560.0,web
u000097,control,0,0.0,1059.0,android
u000098,control,1,64.43,871.0,web
u000099,control,1,31.68,874.0,android
u000100,control,0,0.0,1110.0,ios
u000101,control,0,0.0,689.0,android
u000102,control,1,15.67,592.0,web
u000103,control,0,0.0,789.0,ios
u000104,control,0,0.0,470.0,ios
u000105,control,0,0.0,557.0,web
u000106,control,1,21.55,824.0,android
u000107,control,1,53.99,643.0,web
u000108,control,1,61.87,423.0,android
u000109,control,0,0.0,697.0,web
u000110,control,1,19.46,686.0,web
u000111,control,0,0.0,639.0,android
u000112,control,0,0.0,697.0,ios
u000113,control,0,0.0,458.0,android
u000114,control,0,0.0,568.0,web
u000115,control,0,0.0,966.0,android
u000116,control,0,0.0,417.0,android
u000117,control,1,140.63,604.0,ios
u000118,control,0,0.0,1098.0,web
u000119,control,0,0.0,640.0,ios
u000120,control,0,0.0,628.0,ios
u000121,control,1,22.73,647.0,ios
u000122,control,1,51.16,850.0,android
u000123,control,1,26.62,421.0,ios
u000124,control,0,0.0,879.0,android
u000125,control,1,23.74,601.0,android
u000126,control,1,29.02,543.0,web
u000127,control,0,0.0,454.0,android
u000128,control,0,0.0,691.0,ios
u000129,control,1,7.66,1378.0,ios
u000130,control,0,0.0,638.0,android
u000131,control,1,29.33,636.0,android
u000132,control,1,13.75,831.0,web
u000133,control,1,76.24,776.0,ios
u000134,control,1,24.35,525.0,android
u000135,control,1,16.75,565.0,ios
u000136,control,0,0.0,825.0,web
u000137,control,0,0.0,475.0,ios
u000138,control,0,0.0,647.0,ios
u000139,control,0,0.0,796.0,android
u000140,control,1,12.06,1337.0,ios
u000141,control,1,42.43,755.0,web
u000142,control,0,0.0,494.0,web
u000143,control,0,0.0,517.0,android
u000144,control,0,0.0,666.0,android
u000145,control,0,0.0,540.0,android
u000146,control,0,0.0,395.0,web
u000147,control,0,0.0,463.0,android
u000148,control,1,17.01,742.0,ios
u000149,control,1,33.51,817.0,ios
u000150,control,1,111.81,674.0,web
u000151,control,0,0.0,468.0,android
u000152,control,0,0.0,832.0,android
u000153,control,0,0.0,676.0,web
u000154,control,1,22.65,391.0,android
u000155,control,0,0.0,564.0,android
u000156,control,1,201.9,699.0,web
u000157,control,1,74.21,501.0,web
u000158,control,1,32.53,838.0,web
u000159,control,1,41.09,578.0,ios
u000160,control,0,0.0,973.0,android
u000161,control,1,65.51,413.0,web
u000162,control,0,0.0,788.0,android
u000163,control,0,0.0,741.0,android
u000164,control,1,16.77,543.0,android
u000165,control,0,0.0,719.0,ios
u000166,control,1,41.16,580.0,ios
u000167,control,1,69.04,493.0,web
u000168,control,1,33.66,377.0,android
u000169,control,0,0.0,798.0,ios
u000170,control,1,48.59,670.0,ios
u000171,control,1,43.24,861.0,android
u000172,control,1,24.32,743.0,ios
u000173,control,0,0.0,585.0,android
u000174,control,0,0.0,616.0,web
u000175,control,1,13.22,440.0,ios
u000176,control,0,0.0,789.0,ios
u000177,control,1,14.79,1047.0,ios
u000178,control,0,0.0,885.0,ios
u000179,control,1,37.35,563.0,web
u000180,control,1,62.8,824.0,android
u000181,control,0,0.0,893.0,android
u000182,control,0,0.0,500.0,android
u000183,control,0,0.0,552.0,ios
u000184,control,0,0.0,578.0,ios
u000185,control,0,0.0,761.0,android
u000186,control,1,154.38,835.0,ios
u000187,control,0,0.0,730.0,ios
u000188,control,0,0.0,712.0,android
u000189,control,0,0.0,714.0,android
u000190,control,0,0.0,577.0,web
u000191,control,0,0.0,645.0,ios
u000192,control,1,66.58,611.0,ios
u000193,control,0,0.0,899.0,android
u000194,control,0,0.0,445.0,ios
u000195,control,0,0.0,946.0,web
u000196,control,0,0.0,1089.0,android
u000197,control,0,0.0,539.0,ios
u000198,control,0,0.0,540.0,android
u000199,control,0,0.0,454.0,android
u000200,control,0,0.0,884.0,android
u000201,control,0,0.0,904.0,ios
u000202,control,0,0.0,438.0,android
u000203,control,1,60.18,594.0,web
u000204,control,1,241.33,536.0,ios
u000205,control,1,146.34,381.0,web
u000206,control,1,9.12,749.0,android
u000207,control,0,0.0,723.0,ios
u000208,control,1,2.67,409.0,android
u000209,control,1,46.89,711.0,android
u000210,control,0,0.0,688.0,android
u000211,control,1,6.34,634.0,web
u000212,control,0,0.0,473.0,ios
u000213,control,1,57.68,634.0,ios
u000214,control,1,43.4,722.0,web
u000215,control,0,0.0,558.0,web
u000216,control,1,9.94,977.0,ios
u000217,control,1,54.77,443.0,android
u000218,control,0,0.0,795.0,web
u000219,control,0,0.0,877.0,ios
u000220,control,0,0.0,552.0,web
u000221,control,1,127.03,835.0,web
u000222,control,0,0.0,727.0,ios
u000223,control,1,72.97,381.0,web
u000224,control,1,65.48,553.0,android
u000225,control,0,0.0,818.0,web
u000226,control,0,0.0,740.0,android
u000227,control,1,18.77,550.0,web
u000228,control,0,0.0,828.0,android
u000229,control,0,0.0,849.0,ios
u000230,control,1,19.31,727.0,web
u000231,control,0,0.0,777.0,web
u000232,control,0,0.0,514.0,web
u000233,control,1,51.11,424.0,web
u000234,control,1,130.44,807.0,android
u000235,control,1,34.56,628.0,ios
u000236,control,0,0.0,759.0,web
u000237,control,0,0.0,940.0,ios
u000238,control,0,0.0,665.0,web
u000239,control,1,13.56,959.0,android
u000240,control,0,0.0,793.0,web
u000241,control,0,0.0,597.0,android
u000242,control,1,8.98,542.0,web
u000243,control,0,0.0,1032.0,web
u000244,control,0,0.0,536.0,web
u000245,control,0,0.0,809.0,android
u000246,control,1,25.59,1003.0,web
u000247,control,0,0.0,831.0,web
u000248,control,0,0.0,1124.0,web
u000249,control,1,19.41,360.0,ios
u000250,control,1,41.92,852.0,android
u000251,control,1,58.61,596.0,android
u000252,control,0,0.0,1109.0,android
u000253,control,1,47.43,611.0,web
u000254,control,0,0.0,756.0,android
u000255,control,0,0.0,435.0,ios
u000256,control,0,0.0,549.0,android
u000257,control,1,14.77,644.0,web
u000258,control,0,0.0,913.0,ios
u000259,control,1,14.29,630.0,ios
u000260,control,0,0.0,545.0,web
u000261,control,0,0.0,939.0,web
u000262,control,0,0.0,517.0,web
u000263,control,0,0.0,761.0,web
u000264,control,0,0.0,542.0,ios
u000265,control,0,0.0,648.0,android
u000266,control,0,0.0,692.0,ios
u000267,control,1,39.51,644.0,web
u000268,control,0,0.0,483.0,android
u000269,control,0,0.0,628.0,web
u000270,control,1,12.47,985.0,web
u000271,control,1,23.49,700.0,ios
u000272,control,0,0.0,1016.0,web
u000273,control,0,0.0,339.0,ios
u000274,control,0,0.0,554.0,web
u000275,control,1,23.46,443.0,web
u000276,control,0,0.0,614.0,ios
u000277,control,0,0.0,1060.0,web
u000278,control,1,14.3,607.0,web
u000279,control,0,0.0,757.0,android
u000280,control,1,42.88,792.0,android
u000281,control,0,0.0,596.0,web
u000282,control,1,28.96,435.0,web
u000283,control,1,28.61,613.0,android
u000284,control,0,0.0,747.0,android
u000285,control,1,16.43,669.0,web
u000286,control,0,0.0,615.0,web
u000287,control,0,0.0,489.0,android
u000288,control,0,0.0,1197.0,web
u000289,control,1,42.19,973.0,web
u000290,control,0,0.0,863.0,android
u000291,control,1,35.41,874.0,android
u000292,control,0,0.0,670.0,web
u000293,control,1,18.28,717.0,android
u000294,control,1,54.16,1054.0,ios
u000295,control,1,52.28,933.0,ios
u000296,control,1,63.25,676.0,android
u000297,control,1,19.66,946.0,android
u000298,control,0,0.0,675.0,web
u000299,control,0,0.0,532.0,android
u000300,control,0,0.0,471.0,web
u000301,control,1,12.4,545.0,ios
u000302,control,0,0.0,752.0,android
u000303,control,0,0.0,821.0,ios
u000304,control,0,0.0,743.0,ios
u000305,control,1,32.67,546.0,ios
u000306,control,1,21.53,476.0,web
u000307,control,0,0.0,486.0,android
u000308,control,0,0.0,799.0,ios
u000309,control,1,16.47,410.0,ios
u000310,control,0,0.0,908.0,ios
u000311,control,1,41.99,711.0,android
u000312,control,0,0.0,901.0,android
u000313,control,0,0.0,756.0,android
u000314,control,0,0.0,659.0,web
u000315,control,0,0.0,720.0,android
u000316,control,1,29.65,771.0,ios
u000317,control,0,0.0,646.0,android
u000318,control,1,8.15,1031.0,android
u000319,control,1,56.26,620.0,ios
u000320,control,0,0.0,639.0,android
u000321,control,0,0.0,615.0,android
u000322,control,0,0.0,827.0,web
u000323,control,1,27.23,709.0,ios
u000324,control,1,43.88,692.0,ios
u000325,control,1,56.99,508.0,android
u000326,control,1,25.67,607.0,android
u000327,control,0,0.0,625.0,web
u000328,control,0,0.0,788.0,web
u000329,control,1,20.25,653.0,android
u000330,control,1,121.8,1103.0,ios
u000331,control,0,0.0,880.0,web
u000332,control,1,31.66,621.0,web
u000333,control,0,0.0,562.0,ios
u000334,control,0,0.0,539.0,ios
u000335,control,0,0.0,670.0,android
u000336,control,1,23.57,561.0,web
u000337,control,0,0.0,956.0,ios
u000338,control,1,57.3,866.0,web
u000339,control,1,70.78,686.0,ios
u000340,control,0,0.0,830.0,android
u000341,control,1,5.75,991.0,android
u000342,control,0,0.0,670.0,android
u000343,control,0,0.0,572.0,ios
u000344,control,0,0.0,750.0,ios
u000345,control,1,63.91,799.0,ios
u000346,control,0,0.0,749.0,ios
u000347,control,1,13.12,716.0,web
u000348,control,1,23.19,717.0,web
u000349,control,1,14.3,600.0,android
u000350,control,1,10.17,1133.0,ios
u000351,control,1,25.27,931.0,ios
u000352,control,1,18.65,623.0,android
u000353,control,0,0.0,1057.0,web
u000354,control,0,0.0,704.0,android
u000355,control,0,0.0,493.0,ios
u000356,control,0,0.0,845.0,web
u000357,control,1,80.95,974.0,ios
u000358,control,1,30.18,1169.0,android
u000359,control,1,27.72,432.0,android
u000360,control,1,18.46,441.0,web
u000361,control,1,67.86,606.0,android
u000362,control,0,0.0,423.0,android
u000363,control,0,0.0,812.0,ios
u000364,control,0,0.0,768.0,android
u000365,control,0,0.0,787.0,android
u000366,control,0,0.0,343.0,android
u000367,control,0,0.0,505.0,ios
u000368,control,1,108.71,551.0,web
u000369,control,1,30.45,380.0,android
u000370,control,0,0.0,994.0,web
u000371,control,0,0.0,776.0,android
u000372,control,0,0.0,731.0,ios
u000373,control,0,0.0,778.0,web
u000374,control,0,0.0,1232.0,web
u000375,control,0,0.0,545.0,android
u000376,control,0,0.0,606.0,android
u000377,control,1,218.68,758.0,web
u000378,control,1,41.21,718.0,web
u000379,control,0,0.0,540.0,web
u000380,control,0,0.0,458.0,ios
u000381,control,1,52.78,492.0,ios
u000382,control,1,49.85,860.0,ios
u000383,control,0,0.0,666.0,web
u000384,control,0,0.0,777.0,android
u000385,control,1,121.16,858.0,web
u000386,control,1,29.14,573.0,ios
u000387,control,0,0.0,1054.0,android
u000388,control,0,0.0,524.0,ios
u000389,control,0,0.0,518.0,android
u000390,control,0,0.0,911.0,ios
u000391,control,0,0.0,494.0,ios
u000392,control,1,42.86,664.0,web
u000393,control,0,0.0,679.0,web
u000394,control,0,0.0,683.0,web
u000395,control,0,0.0,512.0,ios
u000396,control,0,0.0,737.0,android
u000397,control,0,0.0,554.0,android
u000398,control,1,49.66,692.0,ios
u000399,control,0,0.0,705.0,ios
u000400,control,0,0.0,448.0,web
u000401,control,0,0.0,875.0,ios
u000402,control,0,0.0,800.0,web
u000403,control,0,0.0,631.0,ios
u000404,control,0,0.0,898.0,android
u000405,control,0,0.0,1273.0,web
u000406,control,1,57.08,778.0,android
u000407,control,1,68.49,890.0,ios
u000408,control,0,0.0,715.0,android
u000409,control,0,0.0,865.0,ios
u000410,control,1,18.23,707.0,ios
u000411,control,0,0.0,1190.0,ios
u000412,control,0,0.0,593.0,ios
u000413,control,0,0.0,857.0,ios
u000414,control,1,58.27,698.0,web
u000415,control,0,0.0,642.0,web
u000416,control,0,0.0,444.0,android
u000417,control,0,0.0,596.0,ios
u000418,control,0,0.0,660.0,android
u000419,control,0,0.0,890.0,web
u000420,control,0,0.0,643.0,web
u000421,control,0,0.0,549.0,ios
u000422,control,1,40.58,593.0,web
u000423,control,0,0.0,502.0,android
u000424,control,1,12.21,600.0,web
u000425,control,0,0.0,725.0,ios
u000426,control,0,0.0,525.0,web
u000427,control,1,32.8,789.0,web
u000428,control,0,0.0,664.0,android
u000429,control,0,0.0,881.0,web
u000430,control,0,0.0,698.0,android
u000431,control,0,0.0,564.0,android
u000432,control,1,15.26,555.0,web
u000433,control,0,0.0,519.0,ios
u000434,control,0,0.0,393.0,web
u000435,control,1,62.47,437.0,ios
u000436,control,0,0.0,490.0,ios
u000437,control,0,0.0,926.0,ios
u000438,control,1,47.04,953.0,android
u000439,control,0,0.0,610.0,web
u000440,control,0,0.0,561.0,web
u000441,control,0,0.0,1363.0,ios
u000442,control,1,17.26,971.0,android
u000443,control,0,0.0,631.0,web
u000444,control,1,18.41,518.0,android
u000445,control,1,22.15,647.0,ios
u000446,control,1,13.18,506.0,web
u000447,control,1,140.47,772.0,web
u000448,control,0,0.0,811.0,ios
u000449,control,1,59.44,837.0,ios
u000450,control,1,60.88,730.0,web
u000451,control,0,0.0,750.0,ios
u000452,control,0,0.0,873.0,android
u000453,control,0,0.0,531.0,ios
u000454,control,1,345.87,598.0,web
u000455,control,0,0.0,360.0,web
u000456,control,1,59.46,887.0,web
u000457,control,1,43.45,797.0,web
u000458,control,0,0.0,786.0,android
u000459,control,1,38.78,664.0,ios
u000460,control,1,49.2,924.0,android
u000461,control,1,131.84,730.0,web
u000462,control,1,55.28,764.0,android
u000463,control,0,0.0,741.0,android
u000464,control,1,80.18,596.0,web
u000465,control,0,0.0,595.0,ios
u000466,control,1,110.07,712.0,android
u000467,control,0,0.0,669.0,android
u000468,control,0,0.0,722.0,android
u000469,control,0,0.0,578.0,android
u000470,control,0,0.0,933.0,ios
u000471,control,1,66.19,678.0,web
u000472,control,0,0.0,786.0,ios
u000473,control,0,0.0,671.0,ios
u000474,control,0,0.0,415.0,ios
u000475,control,0,0.0,607.0,web
u000476,control,0,0.0,521.0,android
u000477,control,0,0.0,726.0,web
u000478,control,0,0.0,520.0,android
u000479,control,0,0.0,918.0,ios
u000480,control,1,42.35,659.0,ios
u000481,control,1,23.3,784.0,web
u000482,control,1,44.87,669.0,web
u000483,control,1,6.6,485.0,web
u000484,control,1,64.45,866.0,web
u000485,control,1,13.78,419.0,android
u000486,control,0,0.0,806.0,ios
u000487,control,1,15.14,1069.0,ios
u000488,control,1,24.7,894.0,ios
u000489,control,0,0.0,728.0,web
u000490,control,1,95.8,539.0,ios
u000491,control,0,0.0,746.0,ios
u000492,control,0,0.0,680.0,web
u000493,control,0,0.0,825.0,android
u000494,control,1,20.16,597.0,ios
u000495,control,0,0.0,672.0,ios
u000496,control,0,0.0,740.0,web
u000497,control,1,21.39,431.0,ios
u000498,control,0,0.0,613.0,android
u000499,control,0,0.0,508.0,android
u000500,control,0,0.0,609.0,ios
u000501,control,1,8.62,761.0,ios
u000502,control,0,0.0,526.0,web
u000503,control,1,59.15,548.0,web
u000504,control,0,0.0,753.0,ios
u000505,control,0,0.0,591.0,web
u000506,control,0,0.0,866.0,android
u000507,control,0,0.0,438.0,android
u000508,control,0,0.0,682.0,web
u000509,control,0,0.0,678.0,web
u000510,control,0,0.0,693.0,android
u000511,control,0,0.0,684.0,android
u000512,control,0,0.0,592.0,android
u000513,control,0,0.0,597.0,web
u000514,control,1,70.74,424.0,web
u000515,control,0,0.0,611.0,web
u000516,control,0,0.0,1277.0,android
u000517,control,1,16.93,775.0,android
u000518,control,1,65.22,327.0,ios
u000519,control,0,0.0,942.0,ios
u000520,control,1,10.85,578.0,android
u000521,control,1,17.91,1421.0,android
u000522,control,0,0.0,527.0,android
u000523,control,0,0.0,773.0,ios
u000524,control,0,0.0,966.0,web
u000525,control,1,77.29,867.0,android
u000526,control,1,8.82,617.0,android
u000527,control,0,0.0,561.0,ios
u000528,control,0,0.0,1036.0,web
u000529,control,0,0.0,481.0,ios
u000530,control,0,0.0,477.0,web
u000531,control,1,15.3,397.0,android
u000532,control,1,9.1,415.0,web
u000533,control,0,0.0,533.0,web
u000534,control,1,63.43,366.0,web
u000535,control,1,35.8,503.0,ios
u000536,control,1,16.98,717.0,ios
u000537,control,0,0.0,749.0,android
u000538,control,0,0.0,699.0,ios
u000539,control,0,0.0,566.0,ios
u000540,control,0,0.0,1018.0,ios
u000541,control,1,45.05,869.0,ios
u000542,control,1,32.79,389.0,ios
u000543,control,1,33.88,625.0,web
u000544,control,0,0.0,717.0,web
u000545,control,1,50.41,380.0,ios
u000546,control,1,30.68,557.0,android
u000547,control,1,24.46,478.0,android
u000548,control,1,15.53,696.0,web
u000549,control,1,18.85,1125.0,web
u000550,control,0,0.0,510.0,web
u000551,control,0,0.0,546.0,ios
u000552,control,0,0.0,785.0,web
u000553,control,0,0.0,910.0,ios
u000554,control,1,32.07,687.0,android
u000555,control,0,0.0,524.0,ios
u000556,control,1,40.52,447.0,android
u000557,control,0,0.0,1193.0,ios
u000558,control,0,0.0,739.0,web
u000559,control,0,0.0,1208.0,web
u000560,control,1,38.66,533.0,android
u000561,control,1,62.58,857.0,android
u000562,control,1,18.36,643.0,web
u000563,control,0,0.0,633.0,android
u000564,control,0,0.0,1081.0,ios
u000565,control,0,0.0,1116.0,ios
u000566,control,0,0.0,391.0,android
u000567,control,0,0.0,692.0,android
u000568,control,0,0.0,618.0,android
u000569,control,0,0.0,744.0,web
u000570,control,1,33.03,840.0,android
u000571,control,1,32.64,451.0,ios
u000572,control,1,46.09,1410.0,ios
u000573,control,1,19.15,785.0,web
u000574,control,1,39.05,711.0,web
u000575,control,0,0.0,757.0,android
u000576,control,1,34.08,599.0,ios
u000577,control,0,0.0,794.0,android
u000578,control,1,16.52,904.0,android
u000579,control,0,0.0,578.0,web
u000580,control,1,12.53,603.0,ios
u000581,control,1,53.32,778.0,web
u000582,control,1,47.47,745.0,web
u000583,control,1,7.87,910.0,android
u000584,control,0,0.0,574.0,web
u000585,control,0,0.0,503.0,android
u000586,control,1,16.06,674.0,web
u000587,control,0,0.0,623.0,android
u000588,control,1,27.5,541.0,ios
u000589,control,1,13.04,565.0,android
u000590,control,0,0.0,606.0,ios
u000591,control,1,33.97,793.0,android
u000592,control,0,0.0,994.0,web
u000593,control,0,0.0,664.0,web
u000594,control,0,0.0,569.0,web
u000595,control,1,88.18,727.0,web
u000596,control,1,10.75,490.0,android
u000597,control,0,0.0,748.0,web
u000598,control,1,32.27,773.0,android
u000599,control,1,7.69,623.0,ios
u000600,control,1,80.91,724.0,ios
u000601,control,0,0.0,568.0,web
u000602,control,0,0.0,970.0,ios
u000603,control,1,11.55,489.0,android
u000604,control,0,0.0,720.0,ios
u000605,control,0,0.0,945.0,web
u000606,control,1,60.8,652.0,ios
u000607,control,1,127.96,565.0,ios
u000608,control,0,0.0,523.0,web
u000609,control,1,78.42,783.0,android
u000610,control,1,26.16,889.0,web
u000611,control,1,56.22,852.0,android
u000612,control,1,23.26,1291.0,web
u000613,control,0,0.0,599.0,ios
u000614,control,1,24.05,575.0,ios
u000615,control,1,76.88,868.0,android
u000616,control,1,59.66,559.0,web
u000617,control,0,0.0,594.0,ios
u000618,control,1,12.98,592.0,web
u000619,control,0,0.0,696.0,android
u000620,control,1,55.57,680.0,android
u000621,control,1,34.11,565.0,web
u000622,control,1,30.07,626.0,ios
u000623,control,0,0.0,316.0,web
u000624,control,0,0.0,758.0,ios
u000625,control,1,53.82,589.0,web
u000626,control,1,86.34,805.0,web
u000627,control,1,110.71,361.0,android
u000628,control,1,29.11,812.0,android
u000629,control,0,0.0,1124.0,ios
u000630,control,0,0.0,807.0,ios
u000631,control,0,0.0,516.0,ios
u000632,control,0,0.0,521.0,ios
u000633,control,1,77.56,650.0,ios
u000634,control,0,0.0,810.0,android
u000635,control,0,0.0,1078.0,web
u000636,control,0,0.0,684.0,ios
u000637,control,0,0.0,705.0,android
u000638,control,0,0.0,724.0,ios
u000639,control,0,0.0,478.0,ios
u000640,control,0,0.0,839.0,ios
u000641,control,1,50.56,1043.0,web
u000642,control,0,0.0,658.0,ios
u000643,control,1,25.45,1061.0,android
u000644,control,1,18.04,1071.0,android
u000645,control,1,42.59,1094.0,android
u000646,control,0,0.0,741.0,ios
u000647,control,1,12.92,1060.0,ios
u000648,control,1,78.45,1005.0,ios
u000649,control,1,18.05,892.0,ios
u000650,control,1,5.12,1241.0,android
u000651,control,0,0.0,839.0,ios
u000652,control,0,0.0,725.0,ios
u000653,control,0,0.0,463.0,ios
u000654,control,1,21.71,695.0,web
u000655,control,1,37.57,731.0,android
u000656,control,0,0.0,567.0,android
u000657,control,0,0.0,420.0,ios
u000658,control,0,0.0,1519.0,android
u000659,control,0,0.0,465.0,ios
u000660,control,0,0.0,646.0,android
u000661,control,1,19.52,761.0,ios
u000662,control,1,61.07,574.0,ios
u000663,control,0,0.0,516.0,android
u000664,control,0,0.0,503.0,ios
u000665,control,0,0.0,602.0,ios
u000666,control,0,0.0,612.0,web
u000667,control,0,0.0,663.0,ios
u000668,control,0,0.0,758.0,ios
u000669,control,0,0.0,436.0,ios
u000670,control,0,0.0,961.0,web
u000671,control,0,0.0,977.0,ios
u000672,control,1,19.76,792.0,android
u000673,control,1,70.98,448.0,ios
u000674,control,1,65.55,715.0,android
u000675,control,0,0.0,744.0,ios
u000676,control,0,0.0,468.0,web
u000677,control,0,0.0,585.0,web
u000678,control,0,0.0,1260.0,web
u000679,control,1,8.3,577.0,android
u000680,control,0,0.0,806.0,android
u000681,control,0,0.0,742.0,ios
u000682,control,0,0.0,1221.0,web
u000683,control,0,0.0,1391.0,ios
u000684,control,1,32.96,664.0,web
u000685,control,1,107.7,622.0,ios
u000686,control,1,14.74,778.0,ios
u000687,control,0,0.0,495.0,ios
u000688,control,0,0.0,814.0,web
u000689,control,0,0.0,346.0,android
u000690,control,1,13.74,746.0,web
u000691,control,0,0.0,501.0,web
u000692,control,1,39.4,833.0,web
u000693,control,0,0.0,444.0,web
u000694,control,0,0.0,644.0,web
u000695,control,0,0.0,951.0,web
u000696,control,0,0.0,940.0,ios
u000697,control,0,0.0,426.0,web
u000698,control,0,0.0,644.0,ios
u000699,control,0,0.0,807.0,android
u000700,control,0,0.0,882.0,web
u000701,control,0,0.0,775.0,android
u000702,control,1,9.93,404.0,ios
u000703,control,0,0.0,586.0,android
u000704,control,0,0.0,467.0,android
u000705,control,0,0.0,458.0,ios
u000706,control,1,25.06,395.0,ios
u000707,control,0,0.0,753.0,web
u000708,control,0,0.0,429.0,android
u000709,control,1,41.07,483.0,android
u000710,control,0,0.0,613.0,ios
u000711,control,1,41.12,628.0,ios
u000712,control,0,0.0,701.0,android
u000713,control,0,0.0,919.0,android
u000714,control,1,37.96,788.0,ios
u000715,control,0,0.0,854.0,android
u000716,control,1,13.58,511.0,web
u000717,control,1,68.62,448.0,ios
u000718,control,0,0.0,517.0,ios
u000719,control,0,0.0,1610.0,web
u000720,control,0,0.0,712.0,ios
u000721,control,0,0.0,542.0,ios
u000722,control,0,0.0,573.0,android
u000723,control,0,0.0,541.0,ios
u000724,control,1,29.29,750.0,ios
u000725,control,0,0.0,990.0,android
u000726,control,0,0.0,909.0,web
u000727,control,0,0.0,471.0,ios
u000728,control,0,0.0,567.0,web
u000729,control,1,116.5,579.0,android
u000730,control,0,0.0,369.0,android
u000731,control,0,0.0,495.0,android
u000732,control,0,0.0,869.0,android
u000733,control,0,0.0,741.0,android
u000734,control,0,0.0,711.0,web
u000735,control,0,0.0,682.0,android
u000736,control,0,0.0,846.0,android
u000737,control,0,0.0,689.0,ios
u000738,control,1,56.91,577.0,android
u000739,control,0,0.0,926.0,android
u000740,control,1,25.71,1232.0,ios
u000741,control,0,0.0,491.0,web
u000742,control,1,41.07,590.0,ios
u000743,control,0,0.0,868.0,ios
u000744,control,1,7.36,306.0,web
u000745,control,0,0.0,811.0,web
u000746,control,1,66.27,977.0,android
u000747,control,1,74.49,475.0,web
u000748,control,1,11.57,855.0,web
u000749,control,0,0.0,538.0,android
u000750,control,1,108.02,1059.0,web
u000751,control,0,0.0,917.0,ios
u000752,control,0,0.0,841.0,ios
u000753,control,0,0.0,1032.0,android
u000754,control,1,15.41,534.0,android
u000755,control,1,15.67,878.0,web
